,cm,part,description,item_category,cm_on_hand,cm_on_order,cm_unit_price,cm_price_source,lunar_on_hand_alloc,lunar_on_order_alloc,lunar_unit_price,obsolescence_state,projection_type,2026-07,2026-08,2026-09,2026-10,2026-11,2026-12,2027-01,2027-02,2027-03,2027-04,2027-05,2027-06,2027-07
125,Sienna,10-002884,IC REG CHARG PUMP INV 12MSOP,Electrical Components,250,0,0.01,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Lunar,10-002884,IC REG CHARG PUMP INV 12MSOP,Electrical Components,0,0,0.01,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Celestica,10-005271,"Harness, Sense, Battery Block, Type B",Part,0,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Lunar,10-005271,"Harness, Sense, Battery Block, Type B",Part,0,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Qualitel,10-001718,CAP CER 2200PF 100V X7R 0603 AEC-Q,Electrical Components,52609,45000,0.009341191216661954,CM On-Hand,79191,0,0.014833425996125011,Gen 1 Only,CM Depletion,402,306,75,0,0,0,0,0,0,0,0,0,0
130,Lunar,10-001718,CAP CER 2200PF 100V X7R 0603 AEC-Q,Electrical Components,0,0,0.009341191216661954,CM On-Hand,300681,112000,0.014833425996125011,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Celestica,10-001718,CAP CER 2200PF 100V X7R 0603 AEC-Q,Electrical Components,446,0,0.009341191216661954,CM On-Hand,0,0,0.014833425996125011,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Sienna,20-005737,PCB Inverter - Power Board Type B,PCB,2,0,61.76,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Lunar,20-005737,PCB Inverter - Power Board Type B,PCB,0,0,61.76,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Lunar,10-002172,"Full Functional Assy, Bridge, Lunar Blue",Part,0,0,0,,1,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Sienna,10-002026,"Hotmelt,Polyamid,V0,0.2-0.3 W/m-K",Part,256794,352,0.0405,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,11036,10554,9755,8945,8147,7367,6810,6253,5696,5696,5696,5696,5696
136,Lunar,10-002026,"Hotmelt,Polyamid,V0,0.2-0.3 W/m-K",Part,0,0,0.0405,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Qualitel,10-06981A,0,0,0,540000,0.0008,CM On-Order,0,0,0,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Lunar,10-06981A,0,0,0,0,0.0008,CM On-Order,0,0,0,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Lunar,10-003418,0,0,0,0,0,,0,1000,0.026,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Lunar,10-07887A,0,0,0,0,0,,0,200,1.615,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Sienna,10-000621,DGTL ISO 5000VRMS 5CH GP 16SOIC,Electrical Components,8787,0,1.3013936065169094,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,11896,9689,7607,5465,3622,2000,501,0,0,0,0,0,0
142,Qualitel,10-000621,DGTL ISO 5000VRMS 5CH GP 16SOIC,Electrical Components,7417,0,1.3013936065169094,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,9996,8801,7989,7177,6461,6360,6360,6360,6360,6360,6360,6360,6360
143,Lunar,10-000621,DGTL ISO 5000VRMS 5CH GP 16SOIC,Electrical Components,0,0,1.3013936065169094,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Sienna,10-003950,"O-Strip Tubing, 2.9mm OD x 1.6mm hollow x 1210mm length",Part,3000,3000,6.73,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,21449,18218,12834,7450,2147,0,0,3022,6050,6050,6050,6050,6050
145,Lunar,10-003950,"O-Strip Tubing, 2.9mm OD x 1.6mm hollow x 1210mm length",Part,0,0,6.73,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Sienna,10-002934,DIODE GEN PURP 600V 5A SMC,Electrical Components,11047,0,0.1437,CM On-Hand,0,0,0.14,Gen 1 Only,CM Depletion,1721,1628,1533,1434,1347,1252,1162,1087,971,824,660,461,287
147,Lunar,10-002934,DIODE GEN PURP 600V 5A SMC,Electrical Components,0,0,0.1437,CM On-Hand,144000,6000,0.14,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Lunar,10-07654A,0,0,0,0,0,,0,2100,0.035,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Sienna,30-06544A,Inverter EMC Filter Board Type B,PCBA,691,0,0,,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Lunar,30-06544A,Inverter EMC Filter Board Type B,PCBA,0,0,0,,7,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Sienna,10-005154,"Power PCBA with Conformal Coat, Inverter, D",Electrical Components,26,0,396.06,CM On-Hand,0,0,547.96,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Lunar,10-005154,"Power PCBA with Conformal Coat, Inverter, D",Electrical Components,0,0,396.06,CM On-Hand,3,0,547.96,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Sienna,10-001051,IC REG LINEAR 3.3V 1A SOT223,Electrical Components,8735,0,0.061973664503245124,CM On-Hand,0,0,0.0595,Gen 1 Only,CM Depletion,557,505,455,404,360,322,286,256,252,252,252,252,252
154,Qualitel,10-001051,IC REG LINEAR 3.3V 1A SOT223,Electrical Components,7289,0,0.061973664503245124,CM On-Hand,0,0,0.0595,Gen 1 Only,CM Depletion,458,431,412,393,376,374,374,374,374,374,374,374,374
155,Lunar,10-001051,IC REG LINEAR 3.3V 1A SOT223,Electrical Components,0,0,0.061973664503245124,CM On-Hand,4000,0,0.0595,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Sienna,10-000572,CAP CER 12PF 5% 50V C0H/CH 0402 AEC-Q,Electrical Components,18273,10000,0.0031,CM On-Hand,0,0,0.004309090909090909,Active in Both,CM Depletion,63,54,45,67,59,51,43,37,32,25,18,10,2
157,Qualitel,10-000572,CAP CER 12PF 5% 50V C0H/CH 0402 AEC-Q,Electrical Components,17498,0,0.0031,CM On-Hand,0,0,0.004309090909090909,Active in Both,CM Depletion,55,52,50,48,47,46,46,46,46,46,46,46,46
158,Lunar,10-000572,CAP CER 12PF 5% 50V C0H/CH 0402 AEC-Q,Electrical Components,0,0,0.0031,CM On-Hand,0,11000,0.004309090909090909,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Lunar,10-006995,0,0,0,0,0,,0,2450,0.17697239591836736,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Qualitel,10-006452,DIODE TVS 14VWM SOT23-6,Electrical Components,3304,9000,0.069,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,197,136,275,204,140,480,407,347,263,177,97,2,0
161,Lunar,10-006452,DIODE TVS 14VWM SOT23-6,Electrical Components,0,0,0.069,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Sienna,10-001337,XMC4400F100K512BAXQMA1,Electrical Components,4081,1346,4.763056151419558,CM On-Hand,1346,0,4.7,Gen 1 Only,CM Depletion,20667,16628,16023,15308,11936,8969,6225,3939,3606,3606,3606,3606,3606
163,Qualitel,10-001337,XMC4400F100K512BAXQMA1,Electrical Components,3844,3060,4.763056151419558,CM On-Hand,2002,0,4.7,Gen 1 Only,CM Depletion,17757,13584,9774,5806,7449,4692,7345,5263,2362,0,0,0,0
164,Lunar,10-001337,XMC4400F100K512BAXQMA1,Electrical Components,0,0,4.763056151419558,CM On-Hand,48334,0,4.7,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Sienna,10-005491,"RF Pass Thru, Molded, D",Part,392,0,29.99,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Lunar,10-005491,"RF Pass Thru, Molded, D",Part,0,0,29.99,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Sienna,20-005748,"PCB, Lunar Bridge Control Board Type B",PCB,2504,853,4.94,CM On-Hand,11,0,0,Gen 1 Only,CM Depletion,14632,13037,11406,9702,8205,6585,5034,3745,1754,0,0,0,0
168,Lunar,20-005748,"PCB, Lunar Bridge Control Board Type B",PCB,0,0,4.94,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Lunar,10-07815A,0,0,0,0,0,,0,30,63.4,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Qualitel,10-006791,0,0,0,45000,0.044,CM On-Order,0,0,0.09980263157894737,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Lunar,10-006791,0,0,0,0,0.044,CM On-Order,0,9880,0.09980263157894737,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Qualitel,10-005179,DIODE ZENER 3.3V 250MW TO236AB,Electrical Components,15601,30000,0.0883,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,1208,798,362,696,444,2264,2264,2264,2264,2264,2264,2264,2264
173,Lunar,10-005179,DIODE ZENER 3.3V 250MW TO236AB,Electrical Components,0,0,0.0883,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Celestica,10-005179,DIODE ZENER 3.3V 250MW TO236AB,Electrical Components,0,0,0.0883,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Sienna,10-004677,"Potted Pin Passthrough and Inductor Housing, Inverter Power Module C3",Part,1,0,91.25,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Lunar,10-004677,"Potted Pin Passthrough and Inductor Housing, Inverter Power Module C3",Part,0,0,91.25,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Lunar,30-07555B,LFP DVT SPIN-2 DC-DC BMS PCBA,PCBA,0,0,0,,1,0,366.67,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Sienna,10-000342,RES 0805 5% 1 OHM 1/2W AEC-Q,Electrical Components,39107,0,0.030932637490907244,CM On-Hand,0,0,0.0354,Active in Both,CM Depletion,1276,1155,1038,921,823,759,704,658,629,597,562,519,481
179,Qualitel,10-000342,RES 0805 5% 1 OHM 1/2W AEC-Q,Electrical Components,20006,0,0.030932637490907244,CM On-Hand,0,0,0.0354,Active in Both,CM Depletion,627,599,579,560,543,541,541,541,541,541,541,541,541
180,Lunar,10-000342,RES 0805 5% 1 OHM 1/2W AEC-Q,Electrical Components,0,0,0.030932637490907244,CM On-Hand,0,15000,0.0354,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Lunar,10-006722,CAP CER 33NF 650V C0G 1812 AEC-Q,Electrical Components,0,0,0,,1000,0,1.26,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Lunar,10-004681,0,0,0,0,0,,0,5333,0.06946277892368274,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Qualitel,10-07078A,"Label, Compliance, LE-DC-UNIT",Part,20372,0,0.31,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,6315,5522,4158,2608,1058,128,128,128,128,128,128,128,128
184,Lunar,10-07078A,"Label, Compliance, LE-DC-UNIT",Part,0,0,0.31,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Sienna,10-001160,RES SMD 470 OHM 1% 1/10W 0603 AEC-Q,Electrical Components,972693,0,0.0001919182048324807,CM On-Hand,76693,0,0.0032248560626047013,Active in Both,CM Depletion,12,7,3,0,0,0,0,0,0,0,0,0,0
186,Celestica,10-001160,RES SMD 470 OHM 1% 1/10W 0603 AEC-Q,Electrical Components,0,0,0.0001919182048324807,CM On-Hand,0,0,0.0032248560626047013,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Lunar,10-001160,RES SMD 470 OHM 1% 1/10W 0603 AEC-Q,Electrical Components,0,0,0.0001919182048324807,CM On-Hand,1147624,215000,0.0032248560626047013,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Qualitel,10-001160,RES SMD 470 OHM 1% 1/10W 0603 AEC-Q,Electrical Components,72112,0,0.0001919182048324807,CM On-Hand,0,0,0.0032248560626047013,Active in Both,CM Depletion,13,10,7,3,2,1,1,1,1,1,1,1,1
189,Lunar,10-006877,0,0,0,0,0,,0,1000,0.657,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Sienna,10-06695C,"Asy, Power Board w/ Busbars",Assembly,186,0,0,,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Lunar,10-06695C,"Asy, Power Board w/ Busbars",Assembly,0,0,0,,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Sienna,10-005177,"Home Controller, Heat Spreader, Connector Side, D",Assembly,226,4862,15.5,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,8354,2650,0,0,0,0,0,0,0,0,0,0,0
193,Lunar,10-005177,"Home Controller, Heat Spreader, Connector Side, D",Assembly,0,0,15.5,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Lunar,10-006890,0,0,0,0,0,,0,2700,0.165,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Sienna,10-000612,CAP CER 10UF 16V X7S 0805 AEC-Q,Electrical Components,73184,36000,0.07583984584816263,CM On-Hand,2000,0,0.1437,Gen 1 Only,CM Depletion,5970,4800,4813,4789,4240,3305,2431,1704,1293,865,390,0,0
196,Qualitel,10-000612,CAP CER 10UF 16V X7S 0805 AEC-Q,Electrical Components,64213,12000,0.07583984584816263,CM On-Hand,0,0,0.1437,Gen 1 Only,CM Depletion,4891,4170,4488,3880,3344,3016,2738,2506,2183,1850,1546,1178,857
197,Lunar,10-000612,CAP CER 10UF 16V X7S 0805 AEC-Q,Electrical Components,0,0,0.07583984584816263,CM On-Hand,0,70000,0.1437,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Lunar,10-001389,TERM REDCUBE M4 4PIN PCB,Electrical Components,0,0,0,,54199,0,0.6741999999999999,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Celestica,10-06527A-I,,,7736,0,0.01,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Lunar,10-06527A-I,,,0,0,0.01,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Qualitel,10-06536A,"Wiring Cover, MSA Controller",Part,0,5900,2.7057,CM On-Order,1,0,0,Gen 1 Only,CM Depletion,0,1353,2435,4600,11364,10011,8658,7305,5953,4329,2706,1082,0
202,Lunar,10-06536A,"Wiring Cover, MSA Controller",Part,0,0,2.7057,CM On-Order,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Sienna,10-004630,TVS DIODE 10VWM 17VC SMA,Electrical Components,8956,0,0.0767240277882655,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,707,642,580,517,463,415,371,334,329,329,329,329,329
204,Qualitel,10-004630,TVS DIODE 10VWM 17VC SMA,Electrical Components,4287,0,0.0767240277882655,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,337,304,280,256,235,232,232,232,232,232,232,232,232
205,Lunar,10-004630,TVS DIODE 10VWM 17VC SMA,Electrical Components,0,0,0.0767240277882655,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Lunar,10-006741,0,0,0,0,0,,0,1000,0.16582,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Qualitel,10-005450,0,0,0,240000,0.0007,CM On-Order,0,0,0,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Lunar,10-005450,0,0,0,0,0.0007,CM On-Order,0,0,0,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Sienna,10-001926,CAP CER 220PF 100V X7R 0402 AEC-Q,Electrical Components,3765,10000,0.002851010749237927,CM On-Hand,0,0,0.02,Active in Both,CM Depletion,11,9,7,4,2,29,27,26,26,26,26,26,26
210,Qualitel,10-001926,CAP CER 220PF 100V X7R 0402 AEC-Q,Electrical Components,8701,0,0.002851010749237927,CM On-Hand,0,0,0.02,Active in Both,CM Depletion,25,24,23,22,21,21,21,21,21,21,21,21,21
211,Lunar,10-001926,CAP CER 220PF 100V X7R 0402 AEC-Q,Electrical Components,0,0,0.002851010749237927,CM On-Hand,0,1000,0.02,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Sienna,20-005927,PCB TRM AFCI Connector Board,PCB,220,0,0.92,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Lunar,20-005927,PCB TRM AFCI Connector Board,PCB,0,0,0.92,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Sienna,10-000550,FIXED IND 4.7UH 4.5A 26 MOHM SMD,Electrical Components,7115,0,0.16216978796794154,CM On-Hand,0,0,0.16,Gen 1 Only,CM Depletion,1183,1045,915,782,667,566,473,395,383,383,383,383,383
215,Qualitel,10-000550,FIXED IND 4.7UH 4.5A 26 MOHM SMD,Electrical Components,2742,0,0.16216978796794154,CM On-Hand,0,0,0.16,Gen 1 Only,CM Depletion,466,392,341,290,246,240,240,240,240,240,240,240,240
216,Lunar,10-000550,FIXED IND 4.7UH 4.5A 26 MOHM SMD,Electrical Components,0,0,0.16216978796794154,CM On-Hand,16000,2000,0.16,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Sienna,10-000658,RES SMD 10K OHM 1% 1/16W 0402,Electrical Components,243164,0,0.0008847101739632716,CM On-Hand,0,0,0.0010198001913061963,Active in Both,CM Depletion,226,202,179,156,135,117,100,86,81,78,74,69,64
218,Qualitel,10-000658,RES SMD 10K OHM 1% 1/16W 0402,Electrical Components,525504,830000,0.0008847101739632716,CM On-Hand,0,0,0.0010198001913061963,Active in Both,CM Depletion,423,310,927,803,725,691,666,645,616,586,559,526,497
219,Lunar,10-000658,RES SMD 10K OHM 1% 1/16W 0402,Electrical Components,0,0,0.0008847101739632716,CM On-Hand,47045,220000,0.0010198001913061963,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Celestica,10-000658,RES SMD 10K OHM 1% 1/16W 0402,Electrical Components,0,0,0.0008847101739632716,CM On-Hand,0,0,0.0010198001913061963,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Sienna,10-000590,TVS DIODE 12.8VWM 27.2VC SMB,Electrical Components,10390,10000,0.0596,CM On-Hand,10000,0,0.041938954215661746,Gen 1 Only,CM Depletion,683,716,753,788,843,781,728,684,656,625,591,550,514
222,Qualitel,10-000590,TVS DIODE 12.8VWM 27.2VC SMB,Electrical Components,12488,0,0.0596,CM On-Hand,0,0,0.041938954215661746,Gen 1 Only,CM Depletion,752,725,706,688,671,669,669,669,669,669,669,669,669
223,Lunar,10-000590,TVS DIODE 12.8VWM 27.2VC SMB,Electrical Components,0,0,0.0596,CM On-Hand,49955,0,0.041938954215661746,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Celestica,10-005073,CAP CER 10UF 10V X7R 0805,Electrical Components,0,0,0.0621,CM On-Hand,0,0,0,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Lunar,10-005073,CAP CER 10UF 10V X7R 0805,Electrical Components,0,0,0.0621,CM On-Hand,0,0,0,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Qualitel,10-005073,CAP CER 10UF 10V X7R 0805,Electrical Components,15670,34000,0.0621,CM On-Hand,0,0,0,Active in Both,CM Depletion,854,1187,880,804,627,1845,1845,1845,1845,1845,1845,1845,1845
227,Sienna,10-005216,"MOSFET OptiMOSTM6Power-Transistor,80V PG-TDSON-8 FL",Electrical Components,5000,0,1.25,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Lunar,10-005216,"MOSFET OptiMOSTM6Power-Transistor,80V PG-TDSON-8 FL",Electrical Components,0,0,1.25,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Lunar,10-08335A,CCA Positive Side L2.1,Part,0,0,0,,75,40,0,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Lunar,10-07067B,"AC Filter Inductor, HE Inverter",Part,0,0,0,,373,0,27.099999999999998,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Celestica,10-005891,"Cover with Seal, Busbar, Type B",Part,0,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Lunar,10-005891,"Cover with Seal, Busbar, Type B",Part,0,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Lunar,10-001073,DIODE GEN PURP 200V 1A SMA,Electrical Components,0,0,0,,4999,0,0.0558,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Lunar,10-005221_old2,,,0,0,0,,4,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Lunar,10-07946A,"Assy, Cell Array, w/o CCS, L2.1",Assembly,0,0,0,,47,24752,0,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Qualitel,10-006700,CONN HEADER VERT 4POS 2.5MM,Electrical Components,14352,4500,0.365,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,4538,2844,1586,777,0,0,0,0,0,0,0,0,0
237,Lunar,10-006700,CONN HEADER VERT 4POS 2.5MM,Electrical Components,0,0,0.365,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Sienna,10-003079,"Wire Harness, Negative, PV Hub",Part,4067,600,0.3,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,1267,1319,1094,869,659,472,472,472,472,472,472,472,472
239,Lunar,10-003079,"Wire Harness, Negative, PV Hub",Part,0,0,0.3,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Lunar,10-006819,0,0,0,0,0,,0,1350,0.082,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Lunar,10-004053,MOSFET P-CH 60V 300MA SOT23-3,Electrical Components,0,0,0,,21000,0,0.12,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Sienna,10-000941,Diode Schottky 40V 3A 2-Pin,Electrical Components,25564,0,0.053142899171943495,CM On-Hand,0,0,0.0448,Gen 1 Only,CM Depletion,1441,1170,915,653,427,229,45,0,0,0,0,0,0
243,Qualitel,10-000941,Diode Schottky 40V 3A 2-Pin,Electrical Components,25761,0,0.053142899171943495,CM On-Hand,0,0,0.0448,Gen 1 Only,CM Depletion,1404,1264,1166,1067,979,967,967,967,967,967,967,967,967
244,Lunar,10-000941,Diode Schottky 40V 3A 2-Pin,Electrical Components,0,0,0.053142899171943495,CM On-Hand,0,18000,0.0448,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Sienna,10-005846,"Wire Harness, AFCI, Power Module",Part,3283,1450,1.53,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,5178,4979,3755,2531,1325,912,988,147,0,0,0,0,0
246,Lunar,10-005846,"Wire Harness, AFCI, Power Module",Part,0,0,1.53,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Lunar,10-08336A,CCA Negative Side L2.1,Part,0,0,0,,85,40,0,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Qualitel,10-06997C,"Foam Seal Assy, 4MM, Enclosure",Assembly,4492,13420,2.14,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,9613,12694,11838,7815,0,0,0,0,0,0,0,0,0
249,Lunar,10-06997C,"Foam Seal Assy, 4MM, Enclosure",Assembly,0,0,2.14,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Lunar,10-07825A,0,0,0,0,0,,0,1200,0.1863,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Sienna,10-000553,"3.8V-32V INPUT, 3.5A Low Iq Synchronous Buck with Enhanced EMI Reduction PWM Only AEC-Q",Electrical Components,14048,2108,0.4019787766418298,CM On-Hand,2697,0,0.4049035833518807,Active in Both,CM Depletion,6036,4696,4277,2990,1905,1121,426,0,0,0,0,0,0
252,Qualitel,10-000553,"3.8V-32V INPUT, 3.5A Low Iq Synchronous Buck with Enhanced EMI Reduction PWM Only AEC-Q",Electrical Components,14807,0,0.4019787766418298,CM On-Hand,0,0,0.4049035833518807,Active in Both,CM Depletion,6021,5291,4717,4131,3615,3350,3140,2965,2720,2468,2237,1959,1716
253,Lunar,10-000553,"3.8V-32V INPUT, 3.5A Low Iq Synchronous Buck with Enhanced EMI Reduction PWM Only AEC-Q",Electrical Components,0,0,0.4019787766418298,CM On-Hand,42233,0,0.4049035833518807,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Sienna,10-001662,CAP CER 27PF 1KV C0G/NP0 1206,Electrical Components,8945,0,0.0136,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,128,117,107,97,89,88,88,88,88,88,88,88,88
255,Lunar,10-001662,CAP CER 27PF 1KV C0G/NP0 1206,Electrical Components,0,0,0.0136,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
